file_id,rt,stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,premise_one,premise_two,question_type,overall_premise,p1_outcome,p2_outcome,p1_sentence,p2_sentence,q1,q2,q3,q4,trial_number,q1_type,q2_type,q3_type,q4_type,response,question_order
data_2019-09-03-14-15-06_lcptud45sh,2017.999999999999,<p>How well does the combination of Ciprogra and Alpraprolol work?</p>,NA,html-slider-response,10,8681,0.0-2.0-2.1,AB+,null,control,AB+,TRUE,null,People who took Ciprogra and Alpraprolol were cured,null,How well does the combination of Ciprogra and Alpraprolol work?,How well does Ciprogra work?,null,How well does Alpraprolol work?,11,3,1,4,2,49,q1
data_2019-09-03-14-15-06_lcptud45sh,1193,<p>How well does Ciprogra work?</p>,NA,html-slider-response,11,9875,0.0-2.0-3.1,AB+,null,control,AB+,TRUE,null,People who took Ciprogra and Alpraprolol were cured,null,How well does the combination of Ciprogra and Alpraprolol work?,How well does Ciprogra work?,null,How well does Alpraprolol work?,11,3,1,4,2,0,q2
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,12,9878,0.0-2.0-4.1,AB+,null,control,AB+,TRUE,null,People who took Ciprogra and Alpraprolol were cured,null,How well does the combination of Ciprogra and Alpraprolol work?,How well does Ciprogra work?,null,How well does Alpraprolol work?,11,3,1,4,2,null,q3
data_2019-09-03-14-15-06_lcptud45sh,434,<p>How well does Alpraprolol work?</p>,NA,html-slider-response,13,10313,0.0-2.0-5.1,AB+,null,control,AB+,TRUE,null,People who took Ciprogra and Alpraprolol were cured,null,How well does the combination of Ciprogra and Alpraprolol work?,How well does Ciprogra work?,null,How well does Alpraprolol work?,11,3,1,4,2,0,q4
data_2019-09-03-14-15-06_lcptud45sh,null,+,null,html-keyboard-response,14,10814,0.0-2.0-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,null,<p>People who took Clonacycline were cured</p>,null,html-keyboard-response,15,11316,0.0-2.0-1.2,A+,null,control,A+,TRUE,null,People who took Clonacycline were cured,null,null,null,null,How well does Clonacycline work?,9,2,3,4,1,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,16,11319,0.0-2.0-2.2,A+,null,control,A+,TRUE,null,People who took Clonacycline were cured,null,null,null,null,How well does Clonacycline work?,9,2,3,4,1,null,q1
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,17,11323,0.0-2.0-3.2,A+,null,control,A+,TRUE,null,People who took Clonacycline were cured,null,null,null,null,How well does Clonacycline work?,9,2,3,4,1,null,q2
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,18,11338,0.0-2.0-4.2,A+,null,control,A+,TRUE,null,People who took Clonacycline were cured,null,null,null,null,How well does Clonacycline work?,9,2,3,4,1,null,q3
data_2019-09-03-14-15-06_lcptud45sh,2256,<p>How well does Clonacycline work?</p>,NA,html-slider-response,19,13595,0.0-2.0-5.2,A+,null,control,A+,TRUE,null,People who took Clonacycline were cured,null,null,null,null,How well does Clonacycline work?,9,2,3,4,1,57,q4
data_2019-09-03-14-15-06_lcptud45sh,null,+,null,html-keyboard-response,20,14096,0.0-2.0-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,null,<p>People who took Amitrinax were not cured</p><p>People who took Addefloxacin and Lorazeprofen were cured</p>,null,html-keyboard-response,21,14598,0.0-2.0-1.3,C-,AB+,control,C-AB+,FALSE,TRUE,People who took Amitrinax were not cured,People who took Addefloxacin and Lorazeprofen were cured,How well does the combination of Addefloxacin and Lorazeprofen work?,How well does Lorazeprofen work?,How well does Addefloxacin work?,How well does Amitrinax work?,17,4,3,2,1,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,2976,<p>How well does the combination of Addefloxacin and Lorazeprofen work?</p>,NA,html-slider-response,22,17576,0.0-2.0-2.3,C-,AB+,control,C-AB+,FALSE,TRUE,People who took Amitrinax were not cured,People who took Addefloxacin and Lorazeprofen were cured,How well does the combination of Addefloxacin and Lorazeprofen work?,How well does Lorazeprofen work?,How well does Addefloxacin work?,How well does Amitrinax work?,17,4,3,2,1,-57,q1
data_2019-09-03-14-15-06_lcptud45sh,2654,<p>How well does Lorazeprofen work?</p>,NA,html-slider-response,23,20231,0.0-2.0-3.3,C-,AB+,control,C-AB+,FALSE,TRUE,People who took Amitrinax were not cured,People who took Addefloxacin and Lorazeprofen were cured,How well does the combination of Addefloxacin and Lorazeprofen work?,How well does Lorazeprofen work?,How well does Addefloxacin work?,How well does Amitrinax work?,17,4,3,2,1,54,q2
data_2019-09-03-14-15-06_lcptud45sh,584.9999999999964,<p>How well does Addefloxacin work?</p>,NA,html-slider-response,24,20819,0.0-2.0-4.3,C-,AB+,control,C-AB+,FALSE,TRUE,People who took Amitrinax were not cured,People who took Addefloxacin and Lorazeprofen were cured,How well does the combination of Addefloxacin and Lorazeprofen work?,How well does Lorazeprofen work?,How well does Addefloxacin work?,How well does Amitrinax work?,17,4,3,2,1,0,q3
data_2019-09-03-14-15-06_lcptud45sh,667,<p>How well does Amitrinax work?</p>,NA,html-slider-response,25,21486,0.0-2.0-5.3,C-,AB+,control,C-AB+,FALSE,TRUE,People who took Amitrinax were not cured,People who took Addefloxacin and Lorazeprofen were cured,How well does the combination of Addefloxacin and Lorazeprofen work?,How well does Lorazeprofen work?,How well does Addefloxacin work?,How well does Amitrinax work?,17,4,3,2,1,0,q4
data_2019-09-03-14-15-06_lcptud45sh,null,+,null,html-keyboard-response,26,21987,0.0-2.0-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,null,<p>People who took Alpravan were not cured</p>,null,html-keyboard-response,27,22489,0.0-2.0-1.4,C-,null,control,C-,FALSE,null,People who took Alpravan were not cured,null,null,null,null,How well does Alpravan work?,14,4,3,2,1,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,28,22494,0.0-2.0-2.4,C-,null,control,C-,FALSE,null,People who took Alpravan were not cured,null,null,null,null,How well does Alpravan work?,14,4,3,2,1,null,q1
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,29,22497,0.0-2.0-3.4,C-,null,control,C-,FALSE,null,People who took Alpravan were not cured,null,null,null,null,How well does Alpravan work?,14,4,3,2,1,null,q2
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,30,22508,0.0-2.0-4.4,C-,null,control,C-,FALSE,null,People who took Alpravan were not cured,null,null,null,null,How well does Alpravan work?,14,4,3,2,1,null,q3
data_2019-09-03-14-15-06_lcptud45sh,2455,<p>How well does Alpravan work?</p>,NA,html-slider-response,31,24964,0.0-2.0-5.4,C-,null,control,C-,FALSE,null,People who took Alpravan were not cured,null,null,null,null,How well does Alpravan work?,14,4,3,2,1,-54,q4
data_2019-09-03-14-15-06_lcptud45sh,null,+,null,html-keyboard-response,32,25466,0.0-2.0-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,null,<p>People who took Pantocodone and Lisinoloft were not cured</p>,null,html-keyboard-response,33,25968,0.0-2.0-1.5,AB-,null,control,AB-,FALSE,null,People who took Pantocodone and Lisinoloft were not cured,null,How well does the combination of Pantocodone and Lisinoloft work?,How well does Pantocodone work?,How well does Lisinoloft work?,null,12,3,1,2,4,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,1883,<p>How well does the combination of Pantocodone and Lisinoloft work?</p>,NA,html-slider-response,34,27852,0.0-2.0-2.5,AB-,null,control,AB-,FALSE,null,People who took Pantocodone and Lisinoloft were not cured,null,How well does the combination of Pantocodone and Lisinoloft work?,How well does Pantocodone work?,How well does Lisinoloft work?,null,12,3,1,2,4,-57,q1
data_2019-09-03-14-15-06_lcptud45sh,1974,<p>How well does Pantocodone work?</p>,NA,html-slider-response,35,29826,0.0-2.0-3.5,AB-,null,control,AB-,FALSE,null,People who took Pantocodone and Lisinoloft were not cured,null,How well does the combination of Pantocodone and Lisinoloft work?,How well does Pantocodone work?,How well does Lisinoloft work?,null,12,3,1,2,4,-37,q2
data_2019-09-03-14-15-06_lcptud45sh,1772.9999999999964,<p>How well does Lisinoloft work?</p>,NA,html-slider-response,36,31601,0.0-2.0-4.5,AB-,null,control,AB-,FALSE,null,People who took Pantocodone and Lisinoloft were not cured,null,How well does the combination of Pantocodone and Lisinoloft work?,How well does Pantocodone work?,How well does Lisinoloft work?,null,12,3,1,2,4,-31,q3
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,37,31603,0.0-2.0-5.5,AB-,null,control,AB-,FALSE,null,People who took Pantocodone and Lisinoloft were not cured,null,How well does the combination of Pantocodone and Lisinoloft work?,How well does Pantocodone work?,How well does Lisinoloft work?,null,12,3,1,2,4,null,q4
data_2019-09-03-14-15-06_lcptud45sh,null,+,null,html-keyboard-response,38,32105,0.0-2.0-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,null,<p>People who took Xaprazole were cured</p><p>People who took Lorazedone and Ibuptyline were not cured</p>,null,html-keyboard-response,39,32607,0.0-2.0-1.6,C+,AB-,control,C+AB-,TRUE,FALSE,People who took Xaprazole were cured,People who took Lorazedone and Ibuptyline were not cured,How well does Lorazedone work?,How well does Ibuptyline work?,How well does the combination of Lorazedone and Ibuptyline work?,How well does Xaprazole work?,16,2,3,4,1,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,2156,<p>How well does Lorazedone work?</p>,NA,html-slider-response,40,34764,0.0-2.0-2.6,C+,AB-,control,C+AB-,TRUE,FALSE,People who took Xaprazole were cured,People who took Lorazedone and Ibuptyline were not cured,How well does Lorazedone work?,How well does Ibuptyline work?,How well does the combination of Lorazedone and Ibuptyline work?,How well does Xaprazole work?,16,2,3,4,1,-83,q1
data_2019-09-03-14-15-06_lcptud45sh,1659,<p>How well does Ibuptyline work?</p>,NA,html-slider-response,41,36423,0.0-2.0-3.6,C+,AB-,control,C+AB-,TRUE,FALSE,People who took Xaprazole were cured,People who took Lorazedone and Ibuptyline were not cured,How well does Lorazedone work?,How well does Ibuptyline work?,How well does the combination of Lorazedone and Ibuptyline work?,How well does Xaprazole work?,16,2,3,4,1,50,q2
data_2019-09-03-14-15-06_lcptud45sh,1101,<p>How well does the combination of Lorazedone and Ibuptyline work?</p>,NA,html-slider-response,42,37525,0.0-2.0-4.6,C+,AB-,control,C+AB-,TRUE,FALSE,People who took Xaprazole were cured,People who took Lorazedone and Ibuptyline were not cured,How well does Lorazedone work?,How well does Ibuptyline work?,How well does the combination of Lorazedone and Ibuptyline work?,How well does Xaprazole work?,16,2,3,4,1,0,q3
data_2019-09-03-14-15-06_lcptud45sh,577,<p>How well does Xaprazole work?</p>,NA,html-slider-response,43,38102,0.0-2.0-5.6,C+,AB-,control,C+AB-,TRUE,FALSE,People who took Xaprazole were cured,People who took Lorazedone and Ibuptyline were not cured,How well does Lorazedone work?,How well does Ibuptyline work?,How well does the combination of Lorazedone and Ibuptyline work?,How well does Xaprazole work?,16,2,3,4,1,0,q4
data_2019-09-03-14-15-06_lcptud45sh,null,+,null,html-keyboard-response,44,38604,0.0-2.0-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,null,<p>People who took Clindacillin and Viastatin were not cured</p><p>People who took Cymcycline were not cured</p>,null,html-keyboard-response,45,39106,0.0-2.0-1.7,AB-,C-,control,C-AB-,FALSE,FALSE,People who took Clindacillin and Viastatin were not cured,People who took Cymcycline were not cured,How well does the combination of Clindacillin and Viastatin work?,How well does Viastatin work?,null,How well does Clindacillin work?,22,3,2,4,1,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,3136,<p>How well does the combination of Clindacillin and Viastatin work?</p>,NA,html-slider-response,46,42244,0.0-2.0-2.7,AB-,C-,control,C-AB-,FALSE,FALSE,People who took Clindacillin and Viastatin were not cured,People who took Cymcycline were not cured,How well does the combination of Clindacillin and Viastatin work?,How well does Viastatin work?,null,How well does Clindacillin work?,22,3,2,4,1,57,q1
data_2019-09-03-14-15-06_lcptud45sh,1823.0000000000073,<p>How well does Viastatin work?</p>,NA,html-slider-response,47,44068,0.0-2.0-3.7,AB-,C-,control,C-AB-,FALSE,FALSE,People who took Clindacillin and Viastatin were not cured,People who took Cymcycline were not cured,How well does the combination of Clindacillin and Viastatin work?,How well does Viastatin work?,null,How well does Clindacillin work?,22,3,2,4,1,-50,q2
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,48,44071,0.0-2.0-4.7,AB-,C-,control,C-AB-,FALSE,FALSE,People who took Clindacillin and Viastatin were not cured,People who took Cymcycline were not cured,How well does the combination of Clindacillin and Viastatin work?,How well does Viastatin work?,null,How well does Clindacillin work?,22,3,2,4,1,null,q3
data_2019-09-03-14-15-06_lcptud45sh,2081,<p>How well does Clindacillin work?</p>,NA,html-slider-response,49,46152,0.0-2.0-5.7,AB-,C-,control,C-AB-,FALSE,FALSE,People who took Clindacillin and Viastatin were not cured,People who took Cymcycline were not cured,How well does the combination of Clindacillin and Viastatin work?,How well does Viastatin work?,null,How well does Clindacillin work?,22,3,2,4,1,22,q4
data_2019-09-03-14-15-06_lcptud45sh,null,+,null,html-keyboard-response,50,46654,0.0-2.0-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,null,<p>People who took Pantocillin were not cured</p><p>People who took Pantocillin and Lyrisone were cured</p>,null,html-keyboard-response,51,47155,0.0-2.0-1.8,A-,AB+,experimental,A-AB+,FALSE,TRUE,People who took Pantocillin were not cured,People who took Pantocillin and Lyrisone were cured,How well does Pantocillin work?,null,How well does the combination of Pantocillin and Lyrisone work?,How well does Lyrisone work?,3,1,4,3,2,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,1995,<p>How well does Pantocillin work?</p>,NA,html-slider-response,52,49151,0.0-2.0-2.8,A-,AB+,experimental,A-AB+,FALSE,TRUE,People who took Pantocillin were not cured,People who took Pantocillin and Lyrisone were cured,How well does Pantocillin work?,null,How well does the combination of Pantocillin and Lyrisone work?,How well does Lyrisone work?,3,1,4,3,2,65,q1
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,53,49154,0.0-2.0-3.8,A-,AB+,experimental,A-AB+,FALSE,TRUE,People who took Pantocillin were not cured,People who took Pantocillin and Lyrisone were cured,How well does Pantocillin work?,null,How well does the combination of Pantocillin and Lyrisone work?,How well does Lyrisone work?,3,1,4,3,2,null,q2
data_2019-09-03-14-15-06_lcptud45sh,1782.0000000000073,<p>How well does the combination of Pantocillin and Lyrisone work?</p>,NA,html-slider-response,54,50936,0.0-2.0-4.8,A-,AB+,experimental,A-AB+,FALSE,TRUE,People who took Pantocillin were not cured,People who took Pantocillin and Lyrisone were cured,How well does Pantocillin work?,null,How well does the combination of Pantocillin and Lyrisone work?,How well does Lyrisone work?,3,1,4,3,2,32,q3
data_2019-09-03-14-15-06_lcptud45sh,1934.9999999999927,<p>How well does Lyrisone work?</p>,NA,html-slider-response,55,52871,0.0-2.0-5.8,A-,AB+,experimental,A-AB+,FALSE,TRUE,People who took Pantocillin were not cured,People who took Pantocillin and Lyrisone were cured,How well does Pantocillin work?,null,How well does the combination of Pantocillin and Lyrisone work?,How well does Lyrisone work?,3,1,4,3,2,-26,q4
data_2019-09-03-14-15-06_lcptud45sh,null,+,null,html-keyboard-response,56,53373,0.0-2.0-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,null,<p>People who took Lyrigra were cured</p><p>People who took Lyrigra and Lisinominophen were not cured</p>,null,html-keyboard-response,57,53875,0.0-2.0-1.9,A+,AB-,experimental,A+AB-,TRUE,FALSE,People who took Lyrigra were cured,People who took Lyrigra and Lisinominophen were not cured,How well does Lisinominophen work?,How well does Lyrigra work?,How well does the combination of Lyrigra and Lisinominophen work?,null,2,2,1,3,4,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,2327,<p>How well does Lisinominophen work?</p>,NA,html-slider-response,58,56204,0.0-2.0-2.9,A+,AB-,experimental,A+AB-,TRUE,FALSE,People who took Lyrigra were cured,People who took Lyrigra and Lisinominophen were not cured,How well does Lisinominophen work?,How well does Lyrigra work?,How well does the combination of Lyrigra and Lisinominophen work?,null,2,2,1,3,4,34,q1
data_2019-09-03-14-15-06_lcptud45sh,1927,<p>How well does Lyrigra work?</p>,NA,html-slider-response,59,58132,0.0-2.0-3.9,A+,AB-,experimental,A+AB-,TRUE,FALSE,People who took Lyrigra were cured,People who took Lyrigra and Lisinominophen were not cured,How well does Lisinominophen work?,How well does Lyrigra work?,How well does the combination of Lyrigra and Lisinominophen work?,null,2,2,1,3,4,54,q2
data_2019-09-03-14-15-06_lcptud45sh,1743.0000000000073,<p>How well does the combination of Lyrigra and Lisinominophen work?</p>,NA,html-slider-response,60,59876,0.0-2.0-4.9,A+,AB-,experimental,A+AB-,TRUE,FALSE,People who took Lyrigra were cured,People who took Lyrigra and Lisinominophen were not cured,How well does Lisinominophen work?,How well does Lyrigra work?,How well does the combination of Lyrigra and Lisinominophen work?,null,2,2,1,3,4,23,q3
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,61,59880,0.0-2.0-5.9,A+,AB-,experimental,A+AB-,TRUE,FALSE,People who took Lyrigra were cured,People who took Lyrigra and Lisinominophen were not cured,How well does Lisinominophen work?,How well does Lyrigra work?,How well does the combination of Lyrigra and Lisinominophen work?,null,2,2,1,3,4,null,q4
data_2019-09-03-14-15-06_lcptud45sh,null,+,null,html-keyboard-response,62,60381,0.0-2.0-0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,null,<p>People who took Vianax and Clindacycline were cured</p><p>People who took Vianax were cured</p>,null,html-keyboard-response,63,60883,0.0-2.0-1.10,AB+,A+,experimental,A+AB+,TRUE,TRUE,People who took Vianax and Clindacycline were cured,People who took Vianax were cured,How well does Clindacycline work?,How well does the combination of Vianax and Clindacycline work?,null,How well does Vianax work?,5,2,3,4,1,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,775,<p>How well does Clindacycline work?</p>,NA,html-slider-response,64,61658,0.0-2.0-2.10,AB+,A+,experimental,A+AB+,TRUE,TRUE,People who took Vianax and Clindacycline were cured,People who took Vianax were cured,How well does Clindacycline work?,How well does the combination of Vianax and Clindacycline work?,null,How well does Vianax work?,5,2,3,4,1,0,q1
data_2019-09-03-14-15-06_lcptud45sh,454,<p>How well does the combination of Vianax and Clindacycline work?</p>,NA,html-slider-response,65,62113,0.0-2.0-3.10,AB+,A+,experimental,A+AB+,TRUE,TRUE,People who took Vianax and Clindacycline were cured,People who took Vianax were cured,How well does Clindacycline work?,How well does the combination of Vianax and Clindacycline work?,null,How well does Vianax work?,5,2,3,4,1,0,q2
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,66,62118,0.0-2.0-4.10,AB+,A+,experimental,A+AB+,TRUE,TRUE,People who took Vianax and Clindacycline were cured,People who took Vianax were cured,How well does Clindacycline work?,How well does the combination of Vianax and Clindacycline work?,null,How well does Vianax work?,5,2,3,4,1,null,q3
data_2019-09-03-14-15-06_lcptud45sh,436,<p>How well does Vianax work?</p>,NA,html-slider-response,67,62555,0.0-2.0-5.10,AB+,A+,experimental,A+AB+,TRUE,TRUE,People who took Vianax and Clindacycline were cured,People who took Vianax were cured,How well does Clindacycline work?,How well does the combination of Vianax and Clindacycline work?,null,How well does Vianax work?,5,2,3,4,1,0,q4
data_2019-09-03-14-15-06_lcptud45sh,null,+,null,html-keyboard-response,68,63057,0.0-2.0-0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,null,<p>People who took Viaprofen and Lisinonax were not cured</p><p>People who took Viaprofen were cured</p>,null,html-keyboard-response,69,63559,0.0-2.0-1.11,AB-,A+,experimental,A+AB-,FALSE,TRUE,People who took Viaprofen and Lisinonax were not cured,People who took Viaprofen were cured,How well does the combination of Viaprofen and Lisinonax work?,How well does Viaprofen work?,How well does Lisinonax work?,null,6,3,1,2,4,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,3128,<p>How well does the combination of Viaprofen and Lisinonax work?</p>,NA,html-slider-response,70,66688,0.0-2.0-2.11,AB-,A+,experimental,A+AB-,FALSE,TRUE,People who took Viaprofen and Lisinonax were not cured,People who took Viaprofen were cured,How well does the combination of Viaprofen and Lisinonax work?,How well does Viaprofen work?,How well does Lisinonax work?,null,6,3,1,2,4,-48,q1
data_2019-09-03-14-15-06_lcptud45sh,2081,<p>How well does Viaprofen work?</p>,NA,html-slider-response,71,68770,0.0-2.0-3.11,AB-,A+,experimental,A+AB-,FALSE,TRUE,People who took Viaprofen and Lisinonax were not cured,People who took Viaprofen were cured,How well does the combination of Viaprofen and Lisinonax work?,How well does Viaprofen work?,How well does Lisinonax work?,null,6,3,1,2,4,29,q2
data_2019-09-03-14-15-06_lcptud45sh,2173,<p>How well does Lisinonax work?</p>,NA,html-slider-response,72,70943,0.0-2.0-4.11,AB-,A+,experimental,A+AB-,FALSE,TRUE,People who took Viaprofen and Lisinonax were not cured,People who took Viaprofen were cured,How well does the combination of Viaprofen and Lisinonax work?,How well does Viaprofen work?,How well does Lisinonax work?,null,6,3,1,2,4,-24,q3
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,73,70945,0.0-2.0-5.11,AB-,A+,experimental,A+AB-,FALSE,TRUE,People who took Viaprofen and Lisinonax were not cured,People who took Viaprofen were cured,How well does the combination of Viaprofen and Lisinonax work?,How well does Viaprofen work?,How well does Lisinonax work?,null,6,3,1,2,4,null,q4
data_2019-09-03-14-15-06_lcptud45sh,null,+,null,html-keyboard-response,74,71447,0.0-2.0-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,null,<p>People who took Addestatin were not cured</p>,null,html-keyboard-response,75,71949,0.0-2.0-1.12,A-,null,control,A-,FALSE,null,People who took Addestatin were not cured,null,How well does Addestatin work?,null,null,null,10,1,2,3,4,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,841,<p>How well does Addestatin work?</p>,NA,html-slider-response,76,72791,0.0-2.0-2.12,A-,null,control,A-,FALSE,null,People who took Addestatin were not cured,null,How well does Addestatin work?,null,null,null,10,1,2,3,4,0,q1
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,77,72794,0.0-2.0-3.12,A-,null,control,A-,FALSE,null,People who took Addestatin were not cured,null,How well does Addestatin work?,null,null,null,10,1,2,3,4,null,q2
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,78,72804,0.0-2.0-4.12,A-,null,control,A-,FALSE,null,People who took Addestatin were not cured,null,How well does Addestatin work?,null,null,null,10,1,2,3,4,null,q3
data_2019-09-03-14-15-06_lcptud45sh,null,<p>null</p>,NA,html-slider-response,79,72808,0.0-2.0-5.12,A-,null,control,A-,FALSE,null,People who took Addestatin were not cured,null,How well does Addestatin work?,null,null,null,10,1,2,3,4,null,q4
data_2019-09-03-14-15-06_lcptud45sh,null,+,null,html-keyboard-response,80,73309,0.0-2.0-0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-15-06_lcptud45sh,null,<p>People who took Naproprazole and Doxygra were not cured</p><p>People who took Naproprazole were not cured</p>,null,html-keyboard-response,81,73811,0.0-2.0-1.13,AB-,A-,experimental,A-AB-,FALSE,FALSE,People who took Naproprazole and Doxygra were not cured,People who took Naproprazole were not cured,How well does Doxygra work?,How well does the combination of Naproprazole and Doxygra work?,null,How well does Naproprazole work?,8,2,3,4,1,NA,NA
